objid	container	server_template_crc	cell_index	px	py	pz	qw	qx	qy	qz	scripts	objvars
-2077317531	-7084344444	object/cell/cell.iff	40	0	0	0	1	0	0	0		$|
-2077317530	-7084344444	object/cell/cell.iff	41	0	0	0	1	0	0	0		$|
-2077317529	-7084344444	object/cell/cell.iff	42	0	0	0	1	0	0	0		$|
-2077317528	-7084344444	object/cell/cell.iff	43	0	0	0	1	0	0	0		$|
-2077317527	-7084344444	object/cell/cell.iff	44	0	0	0	1	0	0	0		$|
-2077317526	-7084344444	object/cell/cell.iff	45	0	0	0	1	0	0	0		$|
-2077317525	-7084344444	object/cell/cell.iff	46	0	0	0	1	0	0	0		$|
-2077317524	-7084344444	object/cell/cell.iff	47	0	0	0	1	0	0	0		$|
-2077317523	-7084344444	object/cell/cell.iff	48	0	0	0	1	0	0	0		$|
-2077317522	-7084344444	object/cell/cell.iff	49	0	0	0	1	0	0	0		$|
-2077317521	-7084344444	object/cell/cell.iff	50	0	0	0	1	0	0	0		$|
-2077317520	-7084344444	object/cell/cell.iff	51	0	0	0	1	0	0	0		$|
-2077317519	-7084344444	object/cell/cell.iff	52	0	0	0	1	0	0	0		$|
-2077317518	-7084344444	object/cell/cell.iff	53	0	0	0	1	0	0	0		$|
-2077317517	-7084344444	object/cell/cell.iff	54	0	0	0	1	0	0	0		$|
-2077317516	-7084344444	object/cell/cell.iff	55	0	0	0	1	0	0	0		$|
-2077317515	-7084344444	object/cell/cell.iff	56	0	0	0	1	0	0	0		$|
-2077317514	-7084344444	object/cell/cell.iff	57	0	0	0	1	0	0	0		$|
-2077317513	-7084344444	object/cell/cell.iff	58	0	0	0	1	0	0	0		$|
-2077317512	0	object/ship/star_destroyer_bridge_exterior.iff	0	500.722	1079.397	1071.42	1	0	0	0	structure.filler.filler	$|
